osmid,y,x,street_count,highway,ref,geometry
1778789591,40.4444404,-79.9435988,3,,,POINT (-79.9435988 40.4444404)
1778789599,40.4445031,-79.9436353,3,,,POINT (-79.9436353 40.4445031)
1778789600,40.4445241,-79.9435705,3,,,POINT (-79.94357050000001 40.4445241)
1781170590,40.4423018,-79.9395607,3,,,POINT (-79.9395607 40.4423018)
1781186411,40.4415528,-79.9406089,3,,,POINT (-79.9406089 40.4415528)
1781186412,40.4415823,-79.9407609,3,,,POINT (-79.9407609 40.4415823)
1781186415,40.4416317,-79.9404195,3,,,POINT (-79.9404195 40.4416317)
1781186421,40.4416516,-79.9405947,3,,,POINT (-79.94059470000001 40.4416516)
1781186424,40.4417031,-79.9404709,3,,,POINT (-79.94047089999999 40.4417031)
1781186425,40.4417248,-79.9401961,4,,,POINT (-79.94019609999999 40.4417248)
1781186428,40.4417647,-79.9406806,1,,,POINT (-79.94068059999999 40.4417647)
1781186430,40.4417962,-79.9402475,3,,,POINT (-79.9402475 40.4417962)
1781186436,40.4418851,-79.9402788,1,,,POINT (-79.9402788 40.4418851)
1781186439,40.4419511,-79.9395745,3,,,POINT (-79.93957450000001 40.4419511)
1781186440,40.441952,-79.9396509,3,,,POINT (-79.9396509 40.441952)
1781186442,40.4420126,-79.939422,3,,,POINT (-79.93942199999999 40.4420126)
1781186444,40.4420489,-79.9397202,1,,,POINT (-79.9397202 40.4420489)
1781186446,40.4420729,-79.939272,3,,,POINT (-79.939272 40.4420729)
1784276661,40.4542201,-79.9433261,3,,,POINT (-79.94332609999999 40.4542201)
1786916079,40.4580718,-79.936352,3,,,POINT (-79.936352 40.4580718)
1788008266,40.4552225,-79.9415661,3,,,POINT (-79.9415661 40.4552225)
1788008267,40.4552607,-79.9414296,4,,,POINT (-79.94142960000001 40.4552607)
1788008285,40.4553994,-79.9416633,3,,,POINT (-79.9416633 40.4553994)
1788008292,40.4556474,-79.9417994,3,,,POINT (-79.94179939999999 40.4556474)
1788008293,40.4556512,-79.9414746,3,,,POINT (-79.94147460000001 40.4556512)
1788008299,40.4557588,-79.9415634,3,,,POINT (-79.94156340000001 40.4557588)
1788008304,40.456022,-79.9416945,3,,,POINT (-79.9416945 40.456022)
1788021964,40.4555464,-79.9397253,3,,,POINT (-79.93972530000001 40.4555464)
1788021966,40.4559486,-79.9403423,1,,,POINT (-79.9403423 40.4559486)
1788023005,40.4552341,-79.9407853,3,,,POINT (-79.9407853 40.4552341)
1788023020,40.4558136,-79.9410054,1,,,POINT (-79.94100539999999 40.4558136)
1788023808,40.4553106,-79.9405245,3,,,POINT (-79.9405245 40.4553106)
1788023823,40.4559928,-79.9411129,3,,,POINT (-79.94111289999999 40.4559928)
1788023825,40.4560168,-79.9410319,4,,,POINT (-79.9410319 40.4560168)
1788023827,40.4561161,-79.9406959,1,,,POINT (-79.94069589999999 40.4561161)
1788023828,40.4561814,-79.941204,3,,,POINT (-79.941204 40.4561814)
1790005696,40.4542544,-79.9416127,1,,,POINT (-79.94161269999999 40.4542544)
1790005701,40.4547571,-79.942401,3,,,POINT (-79.942401 40.4547571)
1790783209,40.4609079,-79.9322477,3,,,POINT (-79.9322477 40.4609079)
1790783263,40.4615677,-79.9314685,1,,,POINT (-79.93146849999999 40.4615677)
1790783279,40.4617313,-79.9317427,3,,,POINT (-79.9317427 40.4617313)
1790783280,40.4617407,-79.9311406,3,,,POINT (-79.93114060000001 40.4617407)
1790783293,40.4619034,-79.9311072,1,,,POINT (-79.9311072 40.4619034)
1790783307,40.462057,-79.9315464,3,,,POINT (-79.9315464 40.462057)
1790783334,40.4624573,-79.9313096,3,,,POINT (-79.93130960000001 40.4624573)
1790783405,40.4628731,-79.9310554,3,,,POINT (-79.93105540000001 40.4628731)
1790783469,40.4632264,-79.931286,3,,,POINT (-79.931286 40.4632264)
1790783473,40.4632463,-79.9313384,3,,,POINT (-79.9313384 40.4632463)
1790783503,40.4636005,-79.9322733,3,,,POINT (-79.93227330000001 40.4636005)
1790783510,40.4639704,-79.9320378,3,,,POINT (-79.9320378 40.4639704)
1790783523,40.4645373,-79.9337272,3,,,POINT (-79.93372720000001 40.4645373)
1791859069,40.4557085,-79.9392016,3,,,POINT (-79.9392016 40.4557085)
1791859075,40.4558896,-79.9392888,3,,,POINT (-79.9392888 40.4558896)
1791859102,40.4562421,-79.9394071,3,,,POINT (-79.9394071 40.4562421)
1791859104,40.4562869,-79.9393654,3,,,POINT (-79.9393654 40.4562869)
1791859106,40.4563469,-79.9399685,1,,,POINT (-79.93996850000001 40.4563469)
1791859109,40.456406,-79.9392552,3,,,POINT (-79.93925520000001 40.456406)
1796211491,40.4589204,-79.9220915,3,,,POINT (-79.92209149999999 40.4589204)
1797144692,40.3952672,-79.9306411,3,,,POINT (-79.9306411 40.3952672)
1797144697,40.3950906,-79.9348419,3,,,POINT (-79.9348419 40.3950906)
1797144711,40.3958863,-79.9331918,3,,,POINT (-79.9331918 40.3958863)
1797144713,40.3953253,-79.9330115,3,,,POINT (-79.93301150000001 40.3953253)
1797144741,40.3956552,-79.929936,3,,,POINT (-79.929936 40.3956552)
1797144743,40.3955396,-79.9339749,5,,,POINT (-79.9339749 40.3955396)
1797144753,40.3959391,-79.9328918,4,,,POINT (-79.93289179999999 40.3959391)
1797144755,40.3961823,-79.9311454,4,,,POINT (-79.93114540000001 40.3961823)
1797146007,40.3966648,-79.9314021,3,,,POINT (-79.9314021 40.3966648)
1797161986,40.4138097,-79.9050932,4,,,POINT (-79.9050932 40.4138097)
1797161987,40.4122987,-79.9107995,4,crossing,,POINT (-79.9107995 40.4122987)
1797161988,40.4140953,-79.9034767,4,,,POINT (-79.9034767 40.4140953)
1797161992,40.4134029,-79.9067139,4,,,POINT (-79.9067139 40.4134029)
1797165255,40.411052,-79.9139449,3,,,POINT (-79.9139449 40.411052)
1797165256,40.411503,-79.912842,3,,,POINT (-79.912842 40.411503)
1797165260,40.4108924,-79.9130713,4,,,POINT (-79.9130713 40.4108924)
1797172122,40.4129178,-79.9030209,4,,,POINT (-79.9030209 40.4129178)
1797172128,40.4117696,-79.9023805,3,,,POINT (-79.90238050000001 40.4117696)
1797172130,40.4134643,-79.9032503,3,,,POINT (-79.9032503 40.4134643)
1797172132,40.4103234,-79.9088562,3,,,POINT (-79.9088562 40.4103234)
1797172134,40.4127334,-79.9064686,3,,,POINT (-79.9064686 40.4127334)
1797172136,40.4129447,-79.9084989,4,,,POINT (-79.9084989 40.4129447)
1797172138,40.4115643,-79.9079684,4,,,POINT (-79.9079684 40.4115643)
1797172140,40.4131149,-79.9048094,3,,,POINT (-79.9048094 40.4131149)
1797172142,40.4111848,-79.9096063,4,,,POINT (-79.90960629999999 40.4111848)
1797172145,40.4123571,-79.9106246,4,traffic_signals,,POINT (-79.91062460000001 40.4123571)
1797172148,40.4123337,-79.908264,3,,,POINT (-79.908264 40.4123337)
1797176134,40.4074812,-79.9165663,3,,,POINT (-79.9165663 40.4074812)
1797176135,40.4086754,-79.9157046,4,stop,,POINT (-79.9157046 40.4086754)
1797176136,40.4087949,-79.9127749,4,,,POINT (-79.9127749 40.4087949)
1797176139,40.4077359,-79.918663,4,,,POINT (-79.918663 40.4077359)
1797176140,40.4065728,-79.9170665,3,,,POINT (-79.9170665 40.4065728)
1797176141,40.4072535,-79.9162457,3,,,POINT (-79.9162457 40.4072535)
1797176142,40.408005,-79.9165636,3,,,POINT (-79.9165636 40.408005)
1797176146,40.4057826,-79.9181045,4,stop,,POINT (-79.9181045 40.4057826)
1797176148,40.4054363,-79.9176393,3,,,POINT (-79.9176393 40.4054363)
1797176154,40.4070702,-79.9177538,3,,,POINT (-79.9177538 40.4070702)
1797176156,40.4081808,-79.9150402,3,,,POINT (-79.91504020000001 40.4081808)
1797176158,40.4093876,-79.9134101,4,,,POINT (-79.91341009999999 40.4093876)
1797176160,40.4080092,-79.9172746,4,crossing,,POINT (-79.9172746 40.4080092)
1797176170,40.4074612,-79.9172583,3,,,POINT (-79.9172583 40.4074612)
1797176171,40.4097233,-79.9128674,3,,,POINT (-79.9128674 40.4097233)
1797177101,40.4100961,-79.9141684,3,,,POINT (-79.91416839999999 40.4100961)
1797177105,40.410034,-79.9142871,3,,,POINT (-79.9142871 40.410034)
1797177875,40.4081758,-79.9135048,3,,,POINT (-79.9135048 40.4081758)
1797177879,40.4087192,-79.9140906,3,,,POINT (-79.91409059999999 40.4087192)
1797177880,40.4093023,-79.9133264,3,,,POINT (-79.9133264 40.4093023)
1797183168,40.4090016,-79.9122656,3,,,POINT (-79.9122656 40.4090016)
1797184618,40.4137716,-79.9001273,3,,,POINT (-79.90012729999999 40.4137716)
1800780041,40.4219703,-79.9780795,3,,,POINT (-79.97807950000001 40.4219703)
1800780047,40.4216532,-79.9785337,3,,,POINT (-79.9785337 40.4216532)
1800780053,40.4220759,-79.9778401,3,,,POINT (-79.97784009999999 40.4220759)
1800780054,40.4211739,-79.9794659,3,,,POINT (-79.97946589999999 40.4211739)
1800780056,40.4215438,-79.9786422,3,,,POINT (-79.9786422 40.4215438)
1800780060,40.4215194,-79.9796144,3,,,POINT (-79.9796144 40.4215194)
1800789685,40.422479,-79.9748187,3,,,POINT (-79.9748187 40.422479)
1800789686,40.4233502,-79.9757437,3,,,POINT (-79.9757437 40.4233502)
1800789689,40.4225619,-79.9750268,1,,,POINT (-79.97502679999999 40.4225619)
1800828459,40.3904424,-79.991843,4,,,POINT (-79.991843 40.3904424)
1800828463,40.3911029,-79.9913146,3,,,POINT (-79.9913146 40.3911029)
1800828464,40.3913014,-79.9904558,3,,,POINT (-79.99045580000001 40.3913014)
1800834010,40.3926253,-79.9981648,4,,,POINT (-79.9981648 40.3926253)
1800834013,40.3925122,-79.9983875,4,crossing,,POINT (-79.99838750000001 40.3925122)
1800837735,40.3954491,-79.9995967,3,,,POINT (-79.9995967 40.3954491)
1800837737,40.3954472,-79.9998633,3,,,POINT (-79.9998633 40.3954472)
1800837739,40.3958395,-79.9996471,3,,,POINT (-79.9996471 40.3958395)
1803942560,40.3919771,-79.9599569,3,,,POINT (-79.95995689999999 40.3919771)
1803942583,40.3933168,-79.9592776,3,,,POINT (-79.95927759999999 40.3933168)
1803946517,40.3972176,-79.9602557,1,turning_circle,,POINT (-79.9602557 40.3972176)
1803948463,40.3941263,-79.9595289,3,,,POINT (-79.9595289 40.3941263)
1805073479,40.4317746,-79.973642,3,,,POINT (-79.973642 40.4317746)
1805081591,40.4303788,-79.9675219,3,,,POINT (-79.96752189999999 40.4303788)
1805081592,40.4313323,-79.9711348,3,,,POINT (-79.9711348 40.4313323)
1805089939,40.4191313,-79.9553537,3,,,POINT (-79.9553537 40.4191313)
1805092161,40.4079397,-79.9544287,3,,,POINT (-79.95442869999999 40.4079397)
1805092164,40.3962476,-79.9453864,3,,,POINT (-79.9453864 40.3962476)
1805092165,40.4082311,-79.9549798,1,,,POINT (-79.9549798 40.4082311)
1805092166,40.3957567,-79.9448789,1,,,POINT (-79.94487890000001 40.3957567)
1805093860,40.4112576,-79.9562982,3,,,POINT (-79.95629820000001 40.4112576)
1805096187,40.4231264,-79.9589977,3,,,POINT (-79.9589977 40.4231264)
1805096189,40.4212758,-79.9585607,3,,,POINT (-79.95856070000001 40.4212758)
1805096191,40.4220596,-79.9583499,3,,,POINT (-79.9583499 40.4220596)
1805096193,40.421395,-79.9581937,3,,,POINT (-79.9581937 40.421395)
1805096195,40.4232926,-79.9593801,3,,,POINT (-79.9593801 40.4232926)
1808359202,40.424015,-79.958222,1,,,POINT (-79.95822200000001 40.424015)
1808375808,40.431041,-79.989972,3,,,POINT (-79.98997199999999 40.431041)
1808375832,40.4312859,-79.9900245,1,,,POINT (-79.9900245 40.4312859)
1808375839,40.4261602,-79.9972621,1,,,POINT (-79.9972621 40.4261602)
1808934882,40.4405104,-80.0306225,4,crossing,,POINT (-80.03062250000001 40.4405104)
1808948453,40.4346714,-80.0315494,1,,,POINT (-80.0315494 40.4346714)
1819611834,40.4501393,-79.952532,3,,,POINT (-79.95253200000001 40.4501393)
1819611844,40.4508355,-79.9520936,3,,,POINT (-79.9520936 40.4508355)
1821857994,40.4561085,-79.9378971,3,,,POINT (-79.9378971 40.4561085)
1821857999,40.4564675,-79.9367108,3,,,POINT (-79.9367108 40.4564675)
1821858003,40.4568881,-79.9352981,3,,,POINT (-79.9352981 40.4568881)
1824760832,40.446862,-79.949746,3,,,POINT (-79.949746 40.446862)
1824760833,40.4470403,-79.9497646,4,,,POINT (-79.94976459999999 40.4470403)
1824760834,40.4474974,-79.9495521,1,,,POINT (-79.94955210000001 40.4474974)
1828171202,40.4535331,-79.9465542,3,,,POINT (-79.94655419999999 40.4535331)
1828171208,40.4538179,-79.9475095,3,,,POINT (-79.9475095 40.4538179)
1828175058,40.4532171,-79.9475868,3,,,POINT (-79.9475868 40.4532171)
1828175063,40.4533644,-79.9479605,1,,,POINT (-79.94796049999999 40.4533644)
1828175065,40.4534115,-79.9476676,3,,,POINT (-79.9476676 40.4534115)
1828175073,40.4538188,-79.9481551,3,,,POINT (-79.94815509999999 40.4538188)
1828175074,40.4538502,-79.9479595,3,,,POINT (-79.9479595 40.4538502)
1828175076,40.4538764,-79.9477968,3,,,POINT (-79.94779680000001 40.4538764)
1828175077,40.453918,-79.9475386,3,,,POINT (-79.9475386 40.453918)
1828175083,40.4540883,-79.9480257,3,,,POINT (-79.9480257 40.4540883)
1828175084,40.4541083,-79.948459,3,,,POINT (-79.948459 40.4541083)
1828175089,40.4541556,-79.9476076,3,,,POINT (-79.9476076 40.4541556)
1828175093,40.4542299,-79.9484926,3,,,POINT (-79.94849259999999 40.4542299)
1828175094,40.4543008,-79.9480846,3,,,POINT (-79.9480846 40.4543008)
1828190001,40.453915,-79.9452248,3,,,POINT (-79.94522480000001 40.453915)
1828190004,40.4543327,-79.9454419,1,,,POINT (-79.94544190000001 40.4543327)
1829960140,40.4493474,-79.9265055,3,,,POINT (-79.9265055 40.4493474)
1829960144,40.4496447,-79.9265747,3,,,POINT (-79.9265747 40.4496447)
1829970026,40.4473072,-79.9234205,4,,,POINT (-79.92342050000001 40.4473072)
1830045973,40.4495078,-79.9270179,3,,,POINT (-79.9270179 40.4495078)
1830045976,40.4495105,-79.9266436,1,,,POINT (-79.92664360000001 40.4495105)
1830053068,40.4477691,-79.9263902,3,,,POINT (-79.9263902 40.4477691)
1830053075,40.4478767,-79.9261501,3,,,POINT (-79.9261501 40.4478767)
1830053078,40.4479322,-79.9259727,1,,,POINT (-79.9259727 40.4479322)
1830053083,40.4486759,-79.9265159,3,,,POINT (-79.9265159 40.4486759)
1830053097,40.4493129,-79.9266011,3,,,POINT (-79.9266011 40.4493129)
1830199372,40.4482766,-79.9230216,3,,,POINT (-79.9230216 40.4482766)
1831324417,40.447835,-79.9234934,3,,,POINT (-79.9234934 40.447835)
1831472276,40.3927017,-80.0157909,3,,,POINT (-80.0157909 40.3927017)
1831472277,40.393813,-80.0134551,1,,,POINT (-80.0134551 40.393813)
1831476555,40.3971499,-80.0168097,3,,,POINT (-80.0168097 40.3971499)
1831515937,40.4242291,-79.9742706,3,,,POINT (-79.9742706 40.4242291)
1831525985,40.4233522,-79.9791601,3,,,POINT (-79.9791601 40.4233522)
1831532923,40.4239888,-79.9864448,3,,,POINT (-79.9864448 40.4239888)
1831534595,40.4214432,-79.9825341,3,,,POINT (-79.9825341 40.4214432)
1831534597,40.4218423,-79.9822899,3,,,POINT (-79.9822899 40.4218423)
1831537309,40.4238298,-79.9815037,3,,,POINT (-79.9815037 40.4238298)
1831538464,40.423546,-79.976813,3,,,POINT (-79.97681300000001 40.423546)
1831538465,40.4236533,-79.9776891,3,,,POINT (-79.97768910000001 40.4236533)
1831542929,40.4244503,-79.9807985,3,,,POINT (-79.98079850000001 40.4244503)
1831544538,40.4244936,-79.9817249,3,,,POINT (-79.9817249 40.4244936)
1832252872,40.4573776,-79.9221835,1,,,POINT (-79.9221835 40.4573776)
1832252873,40.4573937,-79.9223582,3,,,POINT (-79.92235820000001 40.4573937)
1832614759,40.4479714,-79.9418353,1,,,POINT (-79.94183529999999 40.4479714)
1832614764,40.4484304,-79.9425912,3,,,POINT (-79.9425912 40.4484304)
1832619708,40.4481897,-79.94421,3,,,POINT (-79.94421 40.4481897)
1832619718,40.448264,-79.9435794,3,,,POINT (-79.9435794 40.448264)
1832619720,40.4482872,-79.943229,3,,,POINT (-79.943229 40.4482872)
1832619737,40.4483303,-79.9425772,3,,,POINT (-79.9425772 40.4483303)
1832619747,40.4483697,-79.9442196,3,,,POINT (-79.9442196 40.4483697)
1832619755,40.4484131,-79.9435964,3,,,POINT (-79.9435964 40.4484131)
1832619756,40.4484363,-79.9432461,3,,,POINT (-79.9432461 40.4484363)
1832619761,40.4485241,-79.9426043,3,,,POINT (-79.9426043 40.4485241)
1833482389,40.4012397,-80.0020713,1,,,POINT (-80.0020713 40.4012397)
1833482413,40.4015284,-80.0028247,3,,,POINT (-80.00282470000001 40.4015284)
1833489705,40.4019216,-80.0016053,3,,,POINT (-80.00160529999999 40.4019216)
1833489708,40.4028758,-80.0021137,3,,,POINT (-80.0021137 40.4028758)
1833496916,40.3984005,-80.0126338,1,,,POINT (-80.0126338 40.3984005)
1835578729,40.4517164,-79.9505876,3,,,POINT (-79.95058760000001 40.4517164)
1835578735,40.4519998,-79.9502905,3,,,POINT (-79.95029049999999 40.4519998)
1835578736,40.4521583,-79.9497473,3,,,POINT (-79.9497473 40.4521583)
1835578738,40.4522216,-79.9495364,3,,,POINT (-79.9495364 40.4522216)
1835578741,40.4522472,-79.9504152,1,,,POINT (-79.95041519999999 40.4522472)
1835578746,40.4525184,-79.9499214,3,,,POINT (-79.94992139999999 40.4525184)
1835785399,40.4471585,-79.9234257,3,,,POINT (-79.9234257 40.4471585)
1835798334,40.4472283,-79.9224652,3,,,POINT (-79.9224652 40.4472283)
1835798344,40.4475034,-79.9229542,3,,,POINT (-79.92295420000001 40.4475034)
1840740169,40.4390553,-80.0153302,1,,,POINT (-80.01533019999999 40.4390553)
1855961314,40.4278661,-79.9452149,3,,,POINT (-79.9452149 40.4278661)
1857290889,40.4478857,-79.9361093,3,,,POINT (-79.9361093 40.4478857)
1857324950,40.4500073,-79.9271818,1,,,POINT (-79.9271818 40.4500073)
1857324965,40.4500909,-79.9269184,1,,,POINT (-79.92691840000001 40.4500909)
1857324981,40.4501552,-79.9271042,3,,,POINT (-79.9271042 40.4501552)
1857324982,40.4502138,-79.9273171,1,,,POINT (-79.9273171 40.4502138)
1857324988,40.4502627,-79.927163,4,,,POINT (-79.92716299999999 40.4502627)
1857325000,40.4503102,-79.9270132,1,,,POINT (-79.9270132 40.4503102)
1857325005,40.4503887,-79.9272321,3,,,POINT (-79.9272321 40.4503887)
1857325026,40.4505465,-79.9273558,3,,,POINT (-79.9273558 40.4505465)
1857325029,40.450572,-79.9272924,3,,,POINT (-79.9272924 40.450572)
1859081735,40.3968217,-80.0279211,3,,,POINT (-80.0279211 40.3968217)
1859081736,40.3953682,-80.0307189,3,stop,,POINT (-80.0307189 40.3953682)
1894974733,40.4296711,-79.8921372,4,,,POINT (-79.89213719999999 40.4296711)
1916217325,40.4844446,-79.9224121,3,,,POINT (-79.9224121 40.4844446)
1916217369,40.481481,-79.9190472,3,,,POINT (-79.91904719999999 40.481481)
1916217391,40.4849039,-79.9188937,3,,,POINT (-79.9188937 40.4849039)
1916217405,40.4832773,-79.9186217,3,,,POINT (-79.9186217 40.4832773)
1916217417,40.4838203,-79.9189366,3,,,POINT (-79.91893659999999 40.4838203)
1916217419,40.482885,-79.9190745,4,,,POINT (-79.91907449999999 40.482885)
1916217458,40.4835954,-79.9212092,3,,,POINT (-79.92120920000001 40.4835954)
1916217476,40.4833723,-79.9213208,3,,,POINT (-79.9213208 40.4833723)
1916217524,40.4849746,-79.9190581,3,,,POINT (-79.9190581 40.4849746)
1916217530,40.4847762,-79.9187147,3,,,POINT (-79.9187147 40.4847762)
1916217534,40.4837048,-79.9200399,3,,,POINT (-79.92003990000001 40.4837048)
1916217551,40.4835302,-79.9178439,3,,,POINT (-79.91784389999999 40.4835302)
1916217559,40.4830343,-79.9193792,3,,,POINT (-79.91937919999999 40.4830343)
1916217562,40.4834385,-79.9172734,3,,,POINT (-79.9172734 40.4834385)
1916217590,40.4837914,-79.9194157,3,,,POINT (-79.9194157 40.4837914)
1916217598,40.4837051,-79.9198664,3,,,POINT (-79.9198664 40.4837051)
1916217600,40.4815925,-79.9184959,3,,,POINT (-79.9184959 40.4815925)
1916217625,40.4830897,-79.9204237,3,,,POINT (-79.9204237 40.4830897)
1926258254,40.4405016,-79.960231,4,traffic_signals,,POINT (-79.96023099999999 40.4405016)
1933751083,40.4520872,-79.9323956,3,,,POINT (-79.93239560000001 40.4520872)
1933751097,40.4515715,-79.9340974,3,,,POINT (-79.9340974 40.4515715)
1992892360,40.4259062,-79.9536711,1,,,POINT (-79.95367109999999 40.4259062)
1993914457,40.427893,-79.9922016,1,,,POINT (-79.9922016 40.427893)
1996123543,40.4520185,-80.0085104,3,,,POINT (-80.00851040000001 40.4520185)
1997297569,40.4527657,-80.0046759,4,,,POINT (-80.0046759 40.4527657)
1998151439,40.4154203,-79.9826783,3,,,POINT (-79.9826783 40.4154203)
1998712850,40.4480133,-79.9039589,3,,,POINT (-79.90395890000001 40.4480133)
1999078790,40.4360912,-79.9927054,3,,,POINT (-79.99270540000001 40.4360912)
2000395444,40.4493912,-79.9146607,3,,,POINT (-79.9146607 40.4493912)
2002891142,40.4482285,-79.9119761,3,,,POINT (-79.9119761 40.4482285)
2009679709,40.4340529,-79.9652758,4,traffic_signals,,POINT (-79.9652758 40.4340529)
2012478400,40.4375969,-79.9906685,1,,,POINT (-79.9906685 40.4375969)
2013805626,40.4404042,-79.9956244,3,,,POINT (-79.9956244 40.4404042)
2013805630,40.4402259,-79.9959929,3,,,POINT (-79.9959929 40.4402259)
2013805631,40.4403147,-79.9955365,3,,,POINT (-79.9955365 40.4403147)
2013805635,40.4403614,-79.9955125,3,,,POINT (-79.9955125 40.4403614)
2013805640,40.4398939,-79.9951109,4,crossing,,POINT (-79.9951109 40.4398939)
2013805642,40.4403263,-79.995648,3,,,POINT (-79.995648 40.4403263)
2014368192,40.4323134,-80.0035079,4,crossing,,POINT (-80.0035079 40.4323134)
2014391282,40.4363791,-79.9977584,4,,,POINT (-79.9977584 40.4363791)
2014391291,40.4366444,-79.998056,3,,,POINT (-79.99805600000001 40.4366444)
2014391296,40.4356092,-79.9962805,3,,,POINT (-79.9962805 40.4356092)
2014391299,40.4368548,-79.9983512,5,,,POINT (-79.9983512 40.4368548)
2015146840,40.4497289,-79.9154321,3,,,POINT (-79.9154321 40.4497289)
2016701432,40.4215204,-80.0061642,4,crossing,,POINT (-80.0061642 40.4215204)
2019054737,40.4472817,-79.9444186,3,,,POINT (-79.94441860000001 40.4472817)
2022074830,40.4594358,-79.9108539,3,,,POINT (-79.91085390000001 40.4594358)
2029509480,40.4411526,-79.9700336,3,,,POINT (-79.97003359999999 40.4411526)
2029509489,40.4414096,-79.97119,3,,,POINT (-79.97119000000001 40.4414096)
2029509527,40.4393722,-79.9678467,3,,,POINT (-79.9678467 40.4393722)
2029509537,40.4412361,-79.9704274,3,,,POINT (-79.97042740000001 40.4412361)
2029509553,40.4416525,-79.9699902,3,,,POINT (-79.9699902 40.4416525)
2029509563,40.4412702,-79.9700244,4,,,POINT (-79.9700244 40.4412702)
2029509607,40.4416761,-79.9696349,3,,,POINT (-79.9696349 40.4416761)
2029509622,40.4413581,-79.9709925,3,,,POINT (-79.97099249999999 40.4413581)
2029849349,40.4282328,-79.9648621,3,,,POINT (-79.9648621 40.4282328)
2032366036,40.4394026,-80.0153605,4,crossing,,POINT (-80.0153605 40.4394026)
2034813749,40.4209341,-80.0069281,3,,,POINT (-80.0069281 40.4209341)
2034813751,40.4210459,-80.0070196,3,,,POINT (-80.00701960000001 40.4210459)
2034813752,40.4210847,-80.0069572,3,,,POINT (-80.0069572 40.4210847)
2051466322,40.4566803,-79.9153888,3,,,POINT (-79.9153888 40.4566803)
2051466335,40.4578779,-79.9159128,3,,,POINT (-79.9159128 40.4578779)
2055633672,40.425872,-79.9479423,3,,,POINT (-79.94794229999999 40.425872)
2107884780,40.4394181,-80.0061163,3,,,POINT (-80.0061163 40.4394181)
2126388558,40.443781,-80.0010944,1,,,POINT (-80.0010944 40.443781)
2126388570,40.4439206,-80.0005662,3,,,POINT (-80.00056619999999 40.4439206)
2133394190,40.4383244,-79.9980381,3,,,POINT (-79.9980381 40.4383244)
2133394196,40.4386402,-79.9981771,1,,,POINT (-79.99817710000001 40.4386402)
2133394202,40.4386958,-79.9975646,1,,,POINT (-79.9975646 40.4386958)
2133394203,40.4387393,-79.9984365,3,,,POINT (-79.9984365 40.4387393)
2133394207,40.4387528,-79.9977652,1,,,POINT (-79.9977652 40.4387528)
2133394209,40.4389263,-79.997897,3,,,POINT (-79.99789699999999 40.4389263)
2135250470,40.4287723,-79.9857153,3,,,POINT (-79.9857153 40.4287723)
2135250527,40.4294318,-79.9857415,3,,,POINT (-79.9857415 40.4294318)
2137037518,40.4282415,-79.9875157,3,,,POINT (-79.9875157 40.4282415)
2137037519,40.4282659,-79.9863827,3,,,POINT (-79.98638269999999 40.4282659)
2137037592,40.4287422,-79.9869993,3,,,POINT (-79.98699929999999 40.4287422)
2137959250,40.428154,-79.9783051,3,,,POINT (-79.9783051 40.428154)
2137959256,40.4281655,-79.9785119,3,,,POINT (-79.9785119 40.4281655)
2137959272,40.4282591,-79.9801602,3,,,POINT (-79.9801602 40.4282591)
2137959273,40.4282722,-79.9803877,3,,,POINT (-79.98038769999999 40.4282722)
2137959351,40.4286334,-79.9782588,3,,,POINT (-79.97825880000001 40.4286334)
2137959356,40.4286459,-79.978469,3,,,POINT (-79.978469 40.4286459)
2137959359,40.4287442,-79.9801197,3,,,POINT (-79.9801197 40.4287442)
2137959362,40.4287568,-79.9803321,3,,,POINT (-79.9803321 40.4287568)
2141266873,40.4282014,-79.9684973,3,,,POINT (-79.9684973 40.4282014)
2141266879,40.4283588,-79.9690685,3,,,POINT (-79.96906850000001 40.4283588)
2141266885,40.4284739,-79.968396,4,,,POINT (-79.968396 40.4284739)
2141266890,40.4286235,-79.9689552,3,,,POINT (-79.9689552 40.4286235)
2142001880,40.4287171,-79.9718296,3,,,POINT (-79.97182960000001 40.4287171)
2142001886,40.4287343,-79.9721308,4,,,POINT (-79.9721308 40.4287343)
2142001983,40.4291655,-79.9717898,3,,,POINT (-79.9717898 40.4291655)
2142001984,40.4291835,-79.97208,3,,,POINT (-79.97208000000001 40.4291835)
2142263412,40.430673,-79.976152,3,,,POINT (-79.976152 40.430673)
2142263418,40.4306841,-79.9771147,3,,,POINT (-79.9771147 40.4306841)
2142263419,40.4306997,-79.9774121,3,,,POINT (-79.9774121 40.4306997)
2142263421,40.4307235,-79.9771111,3,,,POINT (-79.9771111 40.4307235)
2142263422,40.4307336,-79.9779343,3,,,POINT (-79.9779343 40.4307336)
2142263425,40.4308125,-79.9770993,3,,,POINT (-79.97709930000001 40.4308125)
2142263428,40.4308576,-79.9779311,4,,,POINT (-79.97793110000001 40.4308576)
2142263432,40.4308653,-79.9783983,3,,,POINT (-79.97839829999999 40.4308653)
2142263437,40.4309192,-79.9786274,3,,,POINT (-79.97862739999999 40.4309192)
2142263438,40.4309562,-79.9770861,3,,,POINT (-79.97708609999999 40.4309562)
2142263439,40.4310026,-79.9779196,4,,,POINT (-79.97791960000001 40.4310026)
2142263440,40.4310379,-79.9786142,3,,,POINT (-79.9786142 40.4310379)
2142263441,40.4311005,-79.9770706,3,,,POINT (-79.9770706 40.4311005)
